# 家卫 · MAC 厂商（OUI）精简表
# 生成方式: python tools/build_oui_table.py --from wireshark
# 数据来源: https://www.wireshark.org/download/automated/data/manuf
# 过滤策略: 家庭 / 国产设备厂商白名单
# 字段: prefix,vendor,vendor_cn,device_hint
# 说明: device_hint 只在厂商几乎只做该品类时才填，其余留空 —— 不猜。
prefix,vendor,vendor_cn,device_hint
10:40:f3,Apple,Apple,
10:41:7f,Apple,Apple,
10:42:10,Apple,Apple,
10:44:00,HuaweiTechno,华为,
10:47:80,HuaweiTechno,华为,
10:49:0e,HuaweiTechno,华为,
10:4f:a8,Sony,Sony / 索尼,
10:51:72,HuaweiTechno,华为,
10:51:db,Espressif,Espressif / 乐鑫,
10:52:1c,Espressif,Espressif / 乐鑫,
10:52:bd,HuaweiTechno,华为,
10:55:e4,SkyworthDigi,创维,tv
10:5a:95,TPLink,TP-Link,router
10:5d:dc,HuaweiDevice,华为,
10:63:4b,MercuryCommu,水星 / Mercury,router
10:67:a3,HuaweiTechno,华为,
10:71:00,HuaweiDevice,华为,
10:77:b1,SamsungElect,Samsung / 三星,
10:7b:44,ASUSTekCOMPU,华硕,router
10:7c:61,ASUSTekCOMPU,华硕,router
10:7d:c8,Apple,Apple,
10:82:d7,RealmeChongq,realme,
10:86:f4,HuaweiDevice,华为,
10:88:d3,HuaweiTechno,华为,
10:89:fb,SamsungElect,Samsung / 三星,
10:8e:e0,SamsungElect,Samsung / 三星,
10:8f:fe,HuaweiTechno,华为,
10:91:a8,Espressif,Espressif / 乐鑫,
10:92:66,SamsungElect,Samsung / 三星,
10:93:e9,Apple,Apple,
10:94:bb,Apple,Apple,
10:94:ef,HuaweiTechno,华为,
10:97:bd,Espressif,Espressif / 乐鑫,
10:9a:dd,Apple,Apple,
10:9d:7a,HuaweiDevice,华为,
10:9e:6b,Apple,Apple,
10:9f:41,Apple,Apple,
10:9f:47,SkyworthDigi,创维,tv
10:a1:da,Apple,Apple,
10:a2:d3,Apple,Apple,
10:a3:0f,HuaweiTechno,华为,
10:a4:c9,Apple,Apple,
10:a4:da,HuaweiTechno,华为,
10:ab:c9,SamsungElect,Samsung / 三星,
10:b1:f8,HuaweiTechno,华为,
10:b4:1d,Espressif,Espressif / 乐鑫,
10:b5:88,Apple,Apple,
10:b9:c4,Apple,Apple,
10:bc:36,HuaweiDevice,华为,
10:bd:3a,Apple,Apple,
10:bd:a3,Espressif,Espressif / 乐鑫,
10:bf:48,ASUSTekCOMPU,华硕,router
10:c1:72,HuaweiTechno,华为,
10:c1:97,XiaomiCommun,小米,
10:c3:7b,ASUSTekCOMPU,华硕,router
10:c3:ab,HuaweiTechno,华为,
10:c6:1f,HuaweiTechno,华为,
10:cd:54,HuaweiTechno,华为,
10:ce:e9,Apple,Apple,
10:cf:0f,Apple,Apple,
10:d0:ab,zte,中兴,
10:d3:8a,SamsungElect,Samsung / 三星,
10:d5:42,SamsungElect,Samsung / 三星,
10:d9:a2,Google,Google,speaker
10:da:43,Netgear,NETGEAR,router
10:da:49,HuaweiDevice,华为,
10:da:63,Apple,Apple,
10:dd:b1,Apple,Apple,
10:e2:c9,Apple,Apple,
10:e4:c2,SamsungElect,Samsung / 三星,
10:e9:53,HuaweiDevice,华为,
10:ec:81,SamsungElect,Samsung / 三星,
10:f6:05,RealmeChongq,realme,
10:fc:33,HuaweiDevice,华为,
10:fe:ed,TpLinkTechno,TP-Link,router
14:00:7d,zte,中兴,
14:01:52,SamsungElect,Samsung / 三星,
14:03:38,HuaweiTechno,华为,
14:08:08,Espressif,Espressif / 乐鑫,
14:09:b4,zte,中兴,
14:09:dc,HuaweiTechno,华为,
14:0b:9e,SamsungElect,Samsung / 三星,
14:10:9f,Apple,Apple,
14:11:5d,SkyworthDigi,创维,tv
14:13:46,SkyworthDigi,创维,tv
14:13:fb,HuaweiTechno,华为,
14:14:7d,Apple,Apple,
14:1a:97,Apple,Apple,
14:1b:a0,Apple,Apple,
14:1f:78,SamsungElect,Samsung / 三星,
14:20:04,zte,中兴,
14:20:5e,Apple,Apple,
14:22:3b,Google,Google,speaker
14:23:0a,HuaweiTechno,华为,
14:28:76,Apple,Apple,
14:2b:2f,Espressif,Espressif / 乐鑫,
14:2d:4d,Apple,Apple,
14:2e:43,Hisensebroad,海信,tv
14:30:04,HuaweiTechno,华为,
14:32:d1,SamsungElect,Samsung / 三星,
14:33:5c,Espressif,Espressif / 乐鑫,
14:35:b7,Apple,Apple,
14:3b:51,HuaweiDevice,华为,
14:3c:c3,HuaweiTechno,华为,
14:3e:bf,zte,中兴,
14:46:58,HuaweiTechno,华为,
14:49:20,HuaweiTechno,华为,
14:49:c5,HuaweiDevice,华为,
14:49:d4,XiaomiCommun,小米,
14:49:e0,SamsungElect,Samsung / 三星,
14:51:20,HuaweiDevice,华为,
14:55:94,HuaweiDevice,华为,
14:56:3a,HuaweiDevice,华为,
14:56:8e,SamsungElect,Samsung / 三星,
14:57:90,QingdaoHaier,海尔,
14:57:9f,HuaweiTechno,华为,
14:59:c0,Netgear,NETGEAR,router
14:5a:05,Apple,Apple,
14:5e:bc,HuaweiTechno,华为,
14:5f:94,HuaweiTechno,华为,
14:60:80,zte,中兴,
14:60:cb,Apple,Apple,
14:61:a4,HonorDevice,荣耀,
14:63:93,Espressif,Espressif / 乐鑫,
14:65:6a,HuaweiTechno,华为,
14:6b:9a,zte,中兴,
14:75:90,TpLinkTechno,TP-Link,router
14:77:40,HuaweiDevice,华为,
14:7a:e4,Apple,Apple,
14:7d:da,Apple,Apple,
14:7f:ce,Apple,Apple,
14:85:09,Apple,Apple,
14:86:92,TpLinkTechno,TP-Link,router
14:87:6a,Apple,Apple,
14:88:e6,Apple,Apple,
14:89:cb,HuaweiTechno,华为,
14:89:fd,SamsungElect,Samsung / 三星,
14:8c:4a,HuaweiTechno,华为,
14:8f:79,Apple,Apple,
14:8f:c6,Apple,Apple,
14:90:7a,XiaomiMobile,小米,
14:94:6c,Apple,Apple,
14:95:ce,Apple,Apple,
14:96:e5,SamsungElect,Samsung / 三星,
14:98:77,Apple,Apple,
14:99:3e,XiaomiCommun,小米,
14:99:e2,Apple,Apple,
14:9a:a3,HuaweiTechno,华为,
14:9d:09,HuaweiTechno,华为,
14:9d:99,Apple,Apple,
14:9f:3c,SamsungElect,Samsung / 三星,
14:a0:f8,HuaweiTechno,华为,
14:a3:2f,HuaweiDevice,华为,
14:a3:64,SamsungElect,Samsung / 三星,
14:a3:b4,HuaweiDevice,华为,
14:a5:1a,HuaweiTechno,华为,
14:a6:b9,SamsungElect,Samsung / 三星,
14:ab:02,HuaweiTechno,华为,
14:b4:84,SamsungElect,Samsung / 三星,
14:b9:03,HuaweiTechno,华为,
14:b9:68,HuaweiTechno,华为,
14:bb:6e,SamsungElect,Samsung / 三星,
14:bd:61,Apple,Apple,
14:c1:4e,Google,Google,speaker
14:c1:9f,Espressif,Espressif / 乐鑫,
14:c2:13,Apple,Apple,
14:c8:8b,Apple,Apple,
14:ca:56,zte,中兴,
14:cc:20,TpLinkTechno,TP-Link,router
14:cf:92,TpLinkTechno,TP-Link,router
14:d0:0d,Apple,Apple,
14:d1:1f,HuaweiTechno,华为,
14:d1:69,HuaweiTechno,华为,
14:d1:9e,Apple,Apple,
14:d1:d4,HuaweiDevice,华为,
14:d8:64,TpLinkTechno,TP-Link,router
14:d8:81,XiaomiMobile,小米,
14:da:b9,HuaweiDevice,华为,
14:da:e9,ASUSTekCOMPU,华硕,router
14:dd:a9,ASUSTekCOMPU,华硕,router
14:de:39,HuaweiDevice,华为,
14:e0:1d,SamsungElect,Samsung / 三星,
14:e6:e4,TpLinkTechno,TP-Link,router
14:eb:08,HuaweiTechno,华为,
14:eb:b6,TPLink,TP-Link,router
14:f2:87,Apple,Apple,
14:f4:2a,SamsungElect,Samsung / 三星,
14:f6:5a,XiaomiCommun,小米,
14:fb:70,HuaweiDevice,华为,
18:00:2d,Sony,Sony / 索尼,
18:01:f1,XiaomiCommun,小米,
18:02:2d,HuaweiTechno,华为,
18:0b:d0,HuaweiTechno,华为,
18:13:2d,zte,中兴,
18:16:c9,SamsungElect,Samsung / 三星,
18:19:d6,SamsungElect,Samsung / 三星,
18:1e:b0,SamsungElect,Samsung / 三星,
18:20:32,Apple,Apple,
18:21:95,SamsungElect,Samsung / 三星,
18:22:7e,SamsungElect,Samsung / 三星,
18:26:54,SamsungElect,Samsung / 三星,
18:26:66,SamsungElect,Samsung / 三星,
18:2a:57,HuaweiTechno,华为,
18:30:0c,HisenseElect,海信,tv
18:31:bf,ASUSTekCOMPU,华硕,router
18:33:86,HuaweiTechno,华为,
18:34:51,Apple,Apple,
18:3a:2d,SamsungElect,Samsung / 三星,
18:3c:b7,HuaweiDevice,华为,
18:3d:5e,HuaweiTechno,华为,
18:3e:ef,Apple,Apple,
18:3f:47,SamsungElect,Samsung / 三星,
18:3f:70,Apple,Apple,
18:44:e6,zte,中兴,
18:46:17,SamsungElect,Samsung / 三星,
18:4a:53,Apple,Apple,
18:4e:16,SamsungElect,Samsung / 三星,
18:4e:cb,SamsungElect,Samsung / 三星,
18:54:cf,SamsungElect,Samsung / 三星,
18:55:e3,Apple,Apple,
18:56:44,HuaweiTechno,华为,
18:56:c3,Apple,Apple,
18:59:36,XiaomiCommun,小米,
18:5b:b3,SamsungElect,Samsung / 三星,
18:5e:0b,zte,中兴,
18:65:90,Apple,Apple,
18:67:b0,SamsungElect,Samsung / 三星,
18:68:6a,zte,中兴,
18:68:cb,HikvisionDig,海康威视,camera
18:69:45,TPLink,TP-Link,router
18:69:d4,SamsungElect,Samsung / 三星,
18:70:3b,HuaweiDevice,华为,
18:79:fd,zte,中兴,
18:7e:b9,Apple,Apple,
18:80:25,HikvisionDig,海康威视,camera
18:81:0e,Apple,Apple,
18:83:31,SamsungElect,Samsung / 三星,
18:87:40,XiaomiCommun,小米,
18:89:5b,SamsungElect,Samsung / 三星,
18:8b:0e,Espressif,Espressif / 乐鑫,
18:9e:2c,HuaweiDevice,华为,
18:9e:fc,Apple,Apple,
18:a0:84,Apple,Apple,
18:a6:f7,TpLinkTechno,TP-Link,router
18:a7:f1,QingdaoHaier,海尔,
18:aa:0f,HuaweiDevice,华为,
18:aa:1e,SkyworthDigi,创维,tv
18:ab:1d,SamsungElect,Samsung / 三星,
18:af:61,Apple,Apple,
18:af:8f,Apple,Apple,
18:b0:a4,zte,中兴,
18:b6:57,HuaweiTechno,华为,
18:b8:3d,SamsungElect,Samsung / 三星,
18:b8:42,Apple,Apple,
18:bb:1c,HuaweiDevice,华为,
18:bb:41,HuaweiDevice,华为,
18:bf:b3,SamsungElect,Samsung / 三星,
18:c0:07,HuaweiDevice,华为,
18:c2:3c,LumiUnitedTe,Aqara / 绿米,
18:c5:8a,HuaweiTechno,华为,
18:ca:a7,zte,中兴,
18:ce:94,SamsungElect,Samsung / 三星,
18:cf:24,HuaweiTechno,华为,
18:d2:76,HuaweiTechno,华为,
18:d6:c7,TpLinkTechno,TP-Link,router
18:d6:dd,HuaweiTechno,华为,
18:d9:8f,HuaweiDevice,华为,
18:de:d7,HuaweiTechno,华为,
18:e2:c2,SamsungElect,Samsung / 三星,
18:e6:71,Apple,Apple,
18:e7:b0,Apple,Apple,
18:e7:f4,Apple,Apple,
18:e8:29,Ubiquiti,Ubiquiti,router
18:e9:1d,HuaweiTechno,华为,
18:eb:d4,SkyworthDigi,创维,tv
18:ee:69,Apple,Apple,
18:f0:e4,XiaomiCommun,小米,
18:f1:d8,Apple,Apple,
18:f2:2c,TpLinkTechno,TP-Link,router
18:f6:43,Apple,Apple,
18:fa:b7,Apple,Apple,
18:fe:34,Espressif,Espressif / 乐鑫,
1c:0b:8b,Ubiquiti,Ubiquiti,router
1c:0d:7d,Apple,Apple,
1c:0e:af,HuaweiDevice,华为,
1c:0e:c2,Apple,Apple,
1c:13:86,HuaweiDevice,华为,
1c:13:fa,HuaweiDevice,华为,
1c:15:1f,HuaweiTechno,华为,
1c:1a:c0,Apple,Apple,
1c:1d:67,HuaweiTechno,华为,
1c:1d:d3,Apple,Apple,
1c:1f:f1,HuaweiDevice,华为,
1c:20:db,HuaweiTechno,华为,
1c:23:2c,SamsungElect,Samsung / 三星,
1c:25:75,XiaomiCommun,小米,
1c:27:04,zte,中兴,
1c:29:04,Espressif,Espressif / 乐鑫,
1c:2a:b0,XiaomiElectr,小米,
1c:32:ac,HuaweiTechno,华为,
1c:35:76,SamsungElect,Samsung / 三星,
1c:36:bb,Apple,Apple,
1c:3a:de,SamsungElect,Samsung / 三星,
1c:3b:f3,TpLinkTechno,TP-Link,router
1c:3c:78,Apple,Apple,
1c:3c:d4,HuaweiTechno,华为,
1c:3d:2f,HuaweiTechno,华为,
1c:42:c2,HuaweiDevice,华为,
1c:43:63,HuaweiTechno,华为,
1c:44:19,TpLinkTechno,TP-Link,router
1c:47:2f,HuaweiDevice,华为,
1c:53:f9,Google,Google,speaker
1c:57:dc,Apple,Apple,
1c:59:9b,HuaweiTechno,华为,
1c:5a:3e,SamsungElect,Samsung / 三星,
1c:5a:6b,PhilipsElect,Signify / 飞利浦,bulb
1c:5c:f2,Apple,Apple,
1c:60:de,MercuryCommu,水星 / Mercury,router
1c:61:b4,TPLink,TP-Link,router
1c:61:bf,Apple,Apple,
1c:62:7e,HuaweiTechno,华为,
1c:62:b8,SamsungElect,Samsung / 三星,
1c:66:aa,SamsungElect,Samsung / 三星,
1c:67:4a,zte,中兴,
1c:67:58,HuaweiTechno,华为,
1c:69:20,Espressif,Espressif / 乐鑫,
1c:69:32,HisenseHomeA,海信,tv
1c:6a:1b,Ubiquiti,Ubiquiti,router
1c:6a:76,Apple,Apple,
1c:70:55,HuaweiTechno,华为,
1c:71:25,Apple,Apple,
1c:73:e2,HuaweiTechno,华为,
1c:76:f2,SamsungElect,Samsung / 三星,
1c:77:54,Apple,Apple,
1c:7b:21,Sony,Sony / 索尼,
1c:7f:2c,HuaweiTechno,华为,
1c:86:82,Apple,Apple,
1c:86:9a,SamsungElect,Samsung / 三星,
1c:87:2c,ASUSTekCOMPU,华硕,router
1c:87:74,PhilipsPerso,Signify / 飞利浦,bulb
1c:88:0c,SkyworthDigi,创维,tv
1c:8b:84,EspressifPte,Espressif / 乐鑫,
1c:8b:ef,XiaomiElectr,小米,
1c:8e:2a,Apple,Apple,
1c:8e:5c,HuaweiTechno,华为,
1c:8f:57,Espressif,Espressif / 乐鑫,
1c:91:48,Apple,Apple,
1c:91:80,Apple,Apple,
1c:99:db,HuaweiTechno,华为,
1c:9d:c2,Espressif,Espressif / 乐鑫,
1c:9e:46,Apple,Apple,
1c:a6:81,HuaweiTechno,华为,
1c:ab:a7,Apple,Apple,
1c:ae:cb,HuaweiTechno,华为,
1c:af:05,SamsungElect,Samsung / 三星,
1c:af:4a,SamsungElect,Samsung / 三星,
1c:b3:c9,Apple,Apple,
1c:b4:6c,HuaweiTechno,华为,
1c:b7:2c,ASUSTekCOMPU,华硕,router
1c:b7:96,HuaweiTechno,华为,
1c:c3:ab,Espressif,Espressif / 乐鑫,
1c:c9:92,HonorDevice,荣耀,
1c:cc:d6,XiaomiCommun,小米,
1c:d1:07,RealmeChongq,realme,
1c:db:d4,Espressif,Espressif / 乐鑫,
1c:e2:09,Apple,Apple,
1c:e4:cb,EspressifPte,Espressif / 乐鑫,
1c:e5:04,HuaweiTechno,华为,
1c:e5:7f,SamsungElect,Samsung / 三星,
1c:e6:1d,SamsungElect,Samsung / 三星,
1c:e6:2b,Apple,Apple,
1c:e6:39,HuaweiTechno,华为,
1c:e6:ad,HuaweiDevice,华为,
1c:ea:ac,XiaomiMobile,小米,
1c:f2:9a,Google,Google,speaker
1c:f4:2b,HuaweiDevice,华为,
1c:f6:4c,Apple,Apple,
1c:f8:d0,SamsungElect,Samsung / 三星,
1c:f9:d5,Apple,Apple,
1c:fa:68,TpLinkTechno,TP-Link,router
1c:fc:2a,HuaweiTechno,华为,
1c:ff:ad,HuaweiTechno,华为,
20:04:84,Apple,Apple,
20:04:f3,HonorDevice,荣耀,
20:08:89,zte,中兴,
20:08:ed,HuaweiTechno,华为,
20:0b:c7,HuaweiTechno,华为,
20:0c:c8,Netgear,NETGEAR,router
20:0e:2b,Apple,Apple,
20:10:8a,zte,中兴,
20:13:e0,SamsungElect,Samsung / 三星,
20:14:c4,HuaweiTechno,华为,
20:15:82,Apple,Apple,
20:15:de,SamsungElect,Samsung / 三星,
20:1a:94,Apple,Apple,
20:1e:1d,HuaweiTechno,华为,
20:1f:3b,Google,Google,speaker
20:20:51,zte,中兴,
20:23:51,TPLink,TP-Link,router
20:25:65,Espressif,Espressif / 乐鑫,
20:25:cc,XiaomiCommun,小米,
20:26:80,SamsungElect,Samsung / 三星,
20:28:3e,HuaweiTechno,华为,
20:2b:c1,HuaweiTechno,华为,
20:2d:07,SamsungElect,Samsung / 三星,
20:2d:f6,Apple,Apple,
20:32:6c,SamsungElect,Samsung / 三星,
20:32:c6,Apple,Apple,
20:33:89,Google,Google,speaker
20:34:62,XiaomiCommun,小米,
20:34:fb,XiaomiCommun,小米,
20:36:26,TPLink,TP-Link,router
20:37:a5,Apple,Apple,
20:3a:eb,zte,中兴,
20:3b:34,XiaomiCommun,小米,
20:3b:67,SamsungElect,Samsung / 三星,
20:3c:ae,Apple,Apple,
20:3d:b2,HuaweiTechno,华为,
20:43:a8,Espressif,Espressif / 乐鑫,
20:46:3a,Apple,Apple,
20:47:da,XiaomiCommun,小米,
20:4e:7f,Netgear,NETGEAR,router
20:50:0d,Espressif,Espressif / 乐鑫,
20:52:1d,Apple,Apple,
20:53:83,HuaweiTechno,华为,
20:54:76,Sony,Sony / 索尼,
20:54:fa,HuaweiTechno,华为,
20:55:31,SamsungElect,Samsung / 三星,
20:5a:1d,zte,中兴,
20:5e:64,HuaweiDevice,华为,
20:5e:f7,SamsungElect,Samsung / 三星,
20:64:32,SamsungElect,Samsung / 三星,
20:65:8e,HuaweiTechno,华为,
20:69:80,Apple,Apple,
20:6b:e7,TpLinkTechno,TP-Link,router
20:6b:f4,HuaweiDevice,华为,
20:6e:9c,SamsungElect,Samsung / 三星,
20:6e:f1,Espressif,Espressif / 乐鑫,
20:72:a9,XiaomiElectr,小米,
20:76:8f,Apple,Apple,
20:78:cd,Apple,Apple,
20:78:f0,Apple,Apple,
20:7d:74,Apple,Apple,
20:82:c0,XiaomiCommun,小米,
20:84:5f,Apple,Apple,
20:87:ec,HuaweiTechno,华为,
20:89:86,zte,中兴,
20:89:8a,SkyworthDigi,创维,tv
20:8b:37,SkyworthDigi,创维,tv
20:8c:86,HuaweiTechno,华为,
20:91:df,Apple,Apple,
20:99:52,XiaomiCommun,小米,
20:9b:a9,Espressif,Espressif / 乐鑫,
20:9b:cd,Apple,Apple,
20:9b:dd,HuaweiTechno,华为,
20:a2:00,HuaweiTechno,华为,
20:a2:e4,Apple,Apple,
20:a5:cb,Apple,Apple,
20:a6:0c,XiaomiCommun,小米,
20:a6:80,HuaweiTechno,华为,
20:a7:66,HuaweiTechno,华为,
20:a8:bf,HuaweiTechno,华为,
20:ab:37,Apple,Apple,
20:ab:48,HuaweiTechno,华为,
20:ae:b6,HuaweiDevice,华为,
20:bb:bc,EzvizSoftwar,萤石,camera
20:be:b4,Hisensebroad,海信,tv
20:c2:b0,HuaweiTechno,华为,
20:c9:d0,Apple,Apple,
20:cc:73,SamsungElect,Samsung / 三星,
20:cd:6e,RealmeChongq,realme,
20:cf:30,ASUSTekCOMPU,华硕,router
20:d3:90,SamsungElect,Samsung / 三星,
20:d5:bf,SamsungElect,Samsung / 三星,
20:d5:c2,EspressifPte,Espressif / 乐鑫,
20:da:22,HuaweiTechno,华为,
20:db:ab,SamsungElect,Samsung / 三星,
20:dc:e6,TpLinkTechno,TP-Link,router
20:dc:fd,HuaweiDevice,华为,
20:df:73,HuaweiTechno,华为,
20:df:b9,Google,Google,speaker
20:e1:5d,TPLink,TP-Link,router
20:e2:a8,Apple,Apple,
20:e5:25,HuaweiDevice,华为,
20:e5:2a,Netgear,NETGEAR,router
20:e7:c8,Espressif,Espressif / 乐鑫,
20:e8:74,Apple,Apple,
20:e8:82,zte,中兴,
20:ee:28,Apple,Apple,
20:f0:94,Google,Google,speaker
20:f1:7c,HuaweiTechno,华为,
20:f3:07,zte,中兴,
20:f3:a3,HuaweiTechno,华为,
20:f4:78,XiaomiCommun,小米,
20:f4:d4,Apple,Apple,
20:fa:85,Apple,Apple,
20:ff:0c,HuaweiTechno,华为,
24:00:ba,HuaweiTechno,华为,
24:01:6f,HuaweiDevice,华为,
24:05:88,Google,Google,speaker
24:09:35,SamsungElect,Samsung / 三星,
24:09:95,HuaweiTechno,华为,
24:0a:3f,SamsungElect,Samsung / 三星,
24:0a:c4,Espressif,Espressif / 乐鑫,
24:0f:9b,HikvisionDig,海康威视,camera
24:11:45,XiaomiCommun,小米,
24:11:53,SamsungElect,Samsung / 三星,
24:15:51,HuaweiDevice,华为,
24:16:6d,HuaweiTechno,华为,
24:18:1d,SamsungElect,Samsung / 三星,
24:1a:e6,HuaweiDevice,华为,
24:1b:7a,Apple,Apple,
24:1e:eb,Apple,Apple,
24:1f:a0,HuaweiTechno,华为,
24:21:ab,Sony,Sony / 索尼,
24:24:0e,Apple,Apple,
24:24:b7,SamsungElect,Samsung / 三星,
24:26:d6,HuaweiTechno,华为,
24:27:e5,HuaweiDevice,华为,
24:28:fd,HikvisionDig,海康威视,camera
24:29:34,Google,Google,speaker
24:29:b0,HuaweiTechno,华为,
24:2a:ea,Apple,Apple,
24:2e:02,HuaweiTechno,华为,
24:2f:d0,TPLink,TP-Link,router
24:30:f8,HuaweiDevice,华为,
24:31:54,HuaweiTechno,华为,
24:32:ae,HikvisionDig,海康威视,camera
24:3f:aa,HuaweiDevice,华为,
24:44:27,HuaweiTechno,华为,
24:45:6b,HuaweiDevice,华为,
24:46:e4,HuaweiTechno,华为,
24:48:45,HikvisionDig,海康威视,camera
24:48:85,HuaweiDevice,华为,
24:4b:03,SamsungElect,Samsung / 三星,
24:4b:81,SamsungElect,Samsung / 三星,
24:4b:f1,HuaweiTechno,华为,
24:4b:fe,ASUSTekCOMPU,华硕,router
24:4c:07,HuaweiTechno,华为,
24:4c:ab,Espressif,Espressif / 乐鑫,
24:55:9a,Apple,Apple,
24:58:6e,zte,中兴,
24:58:7c,Espressif,Espressif / 乐鑫,
24:5a:4c,Ubiquiti,Ubiquiti,router
24:5a:5f,TpLinkTechno,TP-Link,router
24:5a:b5,SamsungElect,Samsung / 三星,
24:5b:a7,Apple,Apple,
24:5c:c5,HuaweiDevice,华为,
24:5e:48,Apple,Apple,
24:5f:9f,HuaweiDevice,华为,
24:60:78,HuaweiTechno,华为,
24:60:b3,SamsungElect,Samsung / 三星,
24:62:ab,Espressif,Espressif / 乐鑫,
24:62:c6,HuaweiDevice,华为,
24:64:77,XiaomiMobile,小米,
24:64:9f,HuaweiDevice,华为,
24:68:00,SamsungElect,Samsung / 三星,
24:68:b0,SamsungElect,Samsung / 三星,
24:69:68,TpLinkTechno,TP-Link,router
24:69:8e,MercuryCommu,水星 / Mercury,router
24:69:a5,HuaweiTechno,华为,
24:6c:60,HuaweiDevice,华为,
24:6d:10,Apple,Apple,
24:6f:28,Espressif,Espressif / 乐鑫,
24:6f:8c,HuaweiDevice,华为,
24:75:fc,zte,中兴,
24:76:45,HuaweiDevice,华为,
24:77:55,HuaweiDevice,华为,
24:7e:51,zte,中兴,
24:7f:3c,HuaweiTechno,华为,
24:81:c7,HuaweiDevice,华为,
24:91:bb,HuaweiTechno,华为,
24:92:0e,SamsungElect,Samsung / 三星,
24:95:2f,Google,Google,speaker
24:97:45,HuaweiTechno,华为,
24:9a:c8,SkyworthDigi,创维,tv
24:9e:7d,RoborockTech,石头科技,vacuum
24:9e:ab,HuaweiTechno,华为,
24:a0:74,Apple,Apple,
24:a1:60,Espressif,Espressif / 乐鑫,
24:a2:e1,Apple,Apple,
24:a4:3c,Ubiquiti,Ubiquiti,router
24:a4:52,SamsungElect,Samsung / 三星,
24:a4:87,HuaweiDevice,华为,
24:a5:2c,HuaweiTechno,华为,
24:a6:5e,zte,中兴,
24:a7:99,HuaweiDevice,华为,
24:ab:81,Apple,Apple,
24:ae:cc,HonorDevice,荣耀,
24:b2:de,Espressif,Espressif / 乐鑫,
24:b3:39,Apple,Apple,
24:bc:f8,HuaweiTechno,华为,
24:c0:13,zte,中兴,
24:c4:2f,PhilipsLifel,Signify / 飞利浦,bulb
24:c4:4a,zte,中兴,
24:c6:13,SamsungElect,Samsung / 三星,
24:c6:96,SamsungElect,Samsung / 三星,
24:cf:24,XiaomiMobile,小米,
24:d0:df,Apple,Apple,
24:d3:37,XiaomiCommun,小米,
24:d3:f2,zte,中兴,
24:d7:eb,Espressif,Espressif / 乐鑫,
24:da:33,HuaweiTechno,华为,
24:db:ac,HuaweiTechno,华为,
24:db:ed,SamsungElect,Samsung / 三星,
24:dc:c3,Espressif,Espressif / 乐鑫,
24:de:eb,HuaweiTechno,华为,
24:df:6a,HuaweiTechno,华为,
24:e2:9d,HuaweiDevice,华为,
24:e3:14,Apple,Apple,
24:e5:0f,Google,Google,speaker
24:e5:aa,PhilipsOralH,Signify / 飞利浦,bulb
24:e8:ce,QingdaoHaier,海尔,
24:e8:e5,SkyworthDigi,创维,tv
24:e9:ca,HuaweiDevice,华为,
24:ea:9b,HuaweiTechno,华为,
24:eb:ed,HuaweiTechno,华为,
24:ec:4a,Espressif,Espressif / 乐鑫,
24:f0:94,Apple,Apple,
24:f0:d3,SamsungElect,Samsung / 三星,
24:f4:0a,SamsungElect,Samsung / 三星,
24:f5:aa,SamsungElect,Samsung / 三星,
24:f6:03,HuaweiTechno,华为,
24:f6:77,Apple,Apple,
24:fb:65,HuaweiTechno,华为,
24:fc:e5,SamsungElect,Samsung / 三星,
28:01:1c,zte,中兴,
28:02:2e,Apple,Apple,
28:02:44,Apple,Apple,
28:02:d8,SamsungElect,Samsung / 三星,
28:05:a5,Espressif,Espressif / 乐鑫,
28:07:08,SamsungElect,Samsung / 三星,
28:0b:5c,Apple,Apple,
28:11:ec,HuaweiTechno,华为,
28:12:93,HonorDevice,荣耀,
28:16:7f,XiaomiCommun,小米,
28:17:09,HuaweiTechno,华为,
28:1d:fb,HuaweiTechno,华为,
28:22:1e,HuaweiTechno,华为,
28:27:bf,SamsungElect,Samsung / 三星,
28:2b:96,HuaweiDevice,华为,
28:2c:b2,TpLinkTechno,TP-Link,router
28:2c:c4,HuaweiTechno,华为,
28:2d:7f,Apple,Apple,
28:31:52,HuaweiTechno,华为,
28:31:f8,HuaweiTechno,华为,
28:33:34,HuaweiDevice,华为,
28:34:ff,Apple,Apple,
28:35:3a,HuaweiTechno,华为,
28:36:f0,HuaweiDevice,华为,
28:37:2f,Espressif,Espressif / 乐鑫,
28:37:37,Apple,Apple,
28:39:5e,SamsungElect,Samsung / 三星,
28:3c:e4,HuaweiTechno,华为,
28:3d:c2,SamsungElect,Samsung / 三星,
28:3f:69,Sony,Sony / 索尼,
28:41:c6,HuaweiTechno,华为,
28:41:ec,HuaweiTechno,华为,
28:44:f4,HonorDevice,荣耀,
28:45:ac,HuaweiDevice,华为,
28:48:e7,HuaweiDevice,华为,
28:49:e9,Apple,Apple,
28:4b:54,Apple,Apple,
28:4d:7d,zte,中兴,
28:4e:44,HuaweiTechno,华为,
28:4e:e9,mercurycorpe,水星 / Mercury,router
28:53:4e,HuaweiTechno,华为,
28:54:71,HuaweiDevice,华为,
28:56:2f,Espressif,Espressif / 乐鑫,
28:57:5d,Apple,Apple,
28:57:be,HikvisionDig,海康威视,camera
28:59:23,XiaomiCommun,小米,
28:5a:eb,Apple,Apple,
28:5f:db,HuaweiTechno,华为,
